dataset,regime,model,method,ratio,seed,accuracy,f1,auc
credit,low,xgboost,ctgan,0.5,789,0.808,0.3904761904761905,0.757963664663733
credit,low,xgboost,ctgan,0.5,1001,0.8061666666666667,0.35352973874374655,0.7533376895700759
credit,low,xgboost,ctgan,0.25,42,0.7991666666666667,0.33608815426997246,0.7417038121318076
credit,low,xgboost,ctgan,0.25,123,0.8071666666666667,0.39770952628839146,0.746792287977351
credit,low,xgboost,ctgan,0.25,456,0.7973333333333333,0.341991341991342,0.741859511042528
credit,low,xgboost,ctgan,0.25,789,0.8066666666666666,0.3810032017075774,0.753866469195402
credit,low,xgboost,ctgan,0.25,1001,0.8106666666666666,0.3639417693169093,0.7553809656428703
credit,low,xgboost,ctgan,0.0,42,0.7571666666666667,0.4188272836059035,0.7246098294955824
credit,low,xgboost,ctgan,0.0,123,0.7653333333333333,0.39414802065404475,0.7281066448037766
credit,low,xgboost,ctgan,0.0,456,0.7653333333333333,0.39880444064901793,0.7301244414069763
credit,low,xgboost,ctgan,0.0,789,0.7803333333333333,0.36573628488931664,0.729738862851272
credit,low,xgboost,ctgan,0.0,1001,0.8051666666666667,0.40020523345305287,0.7505638945272517
heart,full,xgboost,llm_constrained,1.0,42,0.8688524590163934,0.8666666666666667,0.946969696969697
heart,full,xgboost,llm_constrained,1.0,123,0.8852459016393442,0.8813559322033898,0.9502164502164502
heart,full,xgboost,llm_constrained,1.0,456,0.8524590163934426,0.847457627118644,0.9404761904761904
heart,full,xgboost,llm_constrained,1.0,789,0.8852459016393442,0.8771929824561403,0.9577922077922078
heart,full,xgboost,llm_constrained,1.0,1001,0.8688524590163934,0.8666666666666667,0.9545454545454546
heart,full,xgboost,llm_constrained,0.75,42,0.9016393442622951,0.896551724137931,0.9491341991341992
heart,full,xgboost,llm_constrained,0.75,123,0.8852459016393442,0.8771929824561403,0.9491341991341993
heart,full,xgboost,llm_constrained,0.75,456,0.8852459016393442,0.8771929824561403,0.9545454545454546
heart,full,xgboost,llm_constrained,0.75,789,0.8688524590163934,0.8620689655172413,0.9632034632034633
heart,full,xgboost,llm_constrained,0.75,1001,0.9180327868852459,0.9090909090909091,0.9642857142857144
heart,full,xgboost,llm_constrained,0.5,42,0.8524590163934426,0.8421052631578947,0.9523809523809524
heart,full,xgboost,llm_constrained,0.5,123,0.9180327868852459,0.9090909090909091,0.9707792207792209
heart,full,xgboost,llm_constrained,0.5,456,0.8852459016393442,0.8727272727272727,0.9577922077922078
heart,full,xgboost,llm_constrained,0.5,789,0.9344262295081968,0.9285714285714286,0.9599567099567099
heart,full,xgboost,llm_constrained,0.5,1001,0.9016393442622951,0.8928571428571429,0.9577922077922078
heart,full,xgboost,llm_constrained,0.25,42,0.8688524590163934,0.8461538461538461,0.9588744588744589
heart,full,xgboost,llm_constrained,0.25,123,0.8688524590163934,0.8518518518518519,0.9626623376623377
heart,full,xgboost,llm_constrained,0.25,456,0.8688524590163934,0.8518518518518519,0.9556277056277056
heart,full,xgboost,llm_constrained,0.25,789,0.9016393442622951,0.8888888888888888,0.9567099567099567
heart,full,xgboost,llm_constrained,0.25,1001,0.8524590163934426,0.8301886792452831,0.9642857142857143
heart,full,xgboost,llm_constrained,0.0,42,0.8360655737704918,0.8,0.9540043290043291
heart,full,xgboost,llm_constrained,0.0,123,0.8524590163934426,0.8235294117647058,0.9577922077922078
heart,full,xgboost,llm_constrained,0.0,456,0.8360655737704918,0.8076923076923077,0.9329004329004329
heart,full,xgboost,llm_constrained,0.0,789,0.8524590163934426,0.8235294117647058,0.9388528138528138
heart,full,xgboost,llm_constrained,0.0,1001,0.8524590163934426,0.8235294117647058,0.9345238095238094
heart,full,xgboost,llm_sample,1.0,42,0.8688524590163934,0.8666666666666667,0.946969696969697
heart,full,xgboost,llm_sample,1.0,123,0.8852459016393442,0.8813559322033898,0.9502164502164502
heart,full,xgboost,llm_sample,1.0,456,0.8524590163934426,0.847457627118644,0.9404761904761904
heart,full,xgboost,llm_sample,1.0,789,0.8852459016393442,0.8771929824561403,0.9577922077922078
heart,full,xgboost,llm_sample,1.0,1001,0.8688524590163934,0.8666666666666667,0.9545454545454546
heart,full,xgboost,llm_sample,0.75,42,0.8852459016393442,0.8813559322033898,0.9502164502164502
heart,full,xgboost,llm_sample,0.75,123,0.8852459016393442,0.8813559322033898,0.9523809523809523
heart,full,xgboost,llm_sample,0.75,456,0.8852459016393442,0.8771929824561403,0.9577922077922078
heart,full,xgboost,llm_sample,0.75,789,0.8688524590163934,0.8620689655172413,0.9599567099567099
heart,full,xgboost,llm_sample,0.75,1001,0.9016393442622951,0.896551724137931,0.9577922077922079
heart,full,xgboost,llm_sample,0.5,42,0.9016393442622951,0.896551724137931,0.9653679653679654
heart,full,xgboost,llm_sample,0.5,123,0.8852459016393442,0.8771929824561403,0.9599567099567099
heart,full,xgboost,llm_sample,0.5,456,0.9016393442622951,0.896551724137931,0.9675324675324676
heart,full,xgboost,llm_sample,0.5,789,0.8852459016393442,0.8771929824561403,0.9567099567099566
heart,full,xgboost,llm_sample,0.5,1001,0.8852459016393442,0.8727272727272727,0.9523809523809523
heart,full,xgboost,llm_sample,0.25,42,0.8852459016393442,0.8771929824561403,0.95995670995671
heart,full,xgboost,llm_sample,0.25,123,0.9180327868852459,0.9122807017543859,0.9632034632034632
heart,full,xgboost,llm_sample,0.25,456,0.9016393442622951,0.8928571428571429,0.948051948051948
heart,full,xgboost,llm_sample,0.25,789,0.8688524590163934,0.8620689655172413,0.9545454545454546
heart,full,xgboost,llm_sample,0.25,1001,0.9016393442622951,0.8928571428571429,0.9577922077922079
heart,full,xgboost,llm_sample,0.0,42,0.8360655737704918,0.8148148148148148,0.9377705627705628
heart,full,xgboost,llm_sample,0.0,123,0.8852459016393442,0.8679245283018868,0.9448051948051949
heart,full,xgboost,llm_sample,0.0,456,0.8852459016393442,0.8679245283018868,0.9458874458874459
heart,full,xgboost,llm_sample,0.0,789,0.8524590163934426,0.8163265306122449,0.9491341991341992
heart,full,xgboost,llm_sample,0.0,1001,0.8360655737704918,0.8148148148148148,0.9512987012987013
heart,full,xgboost,ctgan,1.0,42,0.8688524590163934,0.8666666666666667,0.946969696969697
heart,full,xgboost,ctgan,1.0,123,0.8852459016393442,0.8813559322033898,0.9502164502164502
heart,full,xgboost,ctgan,1.0,456,0.8524590163934426,0.847457627118644,0.9404761904761904
heart,full,xgboost,ctgan,1.0,789,0.8852459016393442,0.8771929824561403,0.9577922077922078
heart,full,xgboost,ctgan,1.0,1001,0.8688524590163934,0.8666666666666667,0.9545454545454546
heart,full,xgboost,ctgan,0.75,42,0.8360655737704918,0.8333333333333334,0.9404761904761905
heart,full,xgboost,ctgan,0.75,123,0.8688524590163934,0.8666666666666667,0.95995670995671
heart,full,xgboost,ctgan,0.75,456,0.8852459016393442,0.8813559322033898,0.9588744588744589
heart,full,xgboost,ctgan,0.75,789,0.8524590163934426,0.8421052631578947,0.9545454545454546
heart,full,xgboost,ctgan,0.75,1001,0.8524590163934426,0.847457627118644,0.945887445887446
heart,full,xgboost,ctgan,0.5,42,0.8852459016393442,0.8771929824561403,0.9545454545454546
heart,full,xgboost,ctgan,0.5,123,0.9016393442622951,0.896551724137931,0.9664502164502164
heart,full,xgboost,ctgan,0.5,456,0.8852459016393442,0.8771929824561403,0.9523809523809524
heart,full,xgboost,ctgan,0.5,789,0.8688524590163934,0.8620689655172413,0.9437229437229437
heart,full,xgboost,ctgan,0.5,1001,0.8688524590163934,0.8620689655172413,0.9502164502164503
heart,full,xgboost,ctgan,0.25,42,0.9016393442622951,0.8928571428571429,0.9621212121212122
heart,full,xgboost,ctgan,0.25,123,0.8688524590163934,0.8620689655172413,0.9502164502164503
heart,full,xgboost,ctgan,0.25,456,0.8360655737704918,0.8275862068965517,0.9361471861471862
heart,full,xgboost,ctgan,0.25,789,0.8852459016393442,0.8771929824561403,0.9502164502164503
heart,full,xgboost,ctgan,0.25,1001,0.819672131147541,0.8135593220338984,0.9285714285714286
heart,full,xgboost,ctgan,0.0,42,0.4262295081967213,0.18604651162790697,0.29437229437229434
heart,full,xgboost,ctgan,0.0,123,0.4426229508196721,0.34615384615384615,0.4458874458874459
heart,full,xgboost,ctgan,0.0,456,0.4262295081967213,0.3137254901960784,0.3647186147186147
heart,full,xgboost,ctgan,0.0,789,0.36065573770491804,0.09302325581395349,0.12229437229437226
heart,full,xgboost,ctgan,0.0,1001,0.7377049180327869,0.7142857142857143,0.7564935064935064
heart,low,xgboost,llm_constrained,1.0,42,0.8032786885245902,0.7692307692307693,0.9199134199134199
heart,low,xgboost,llm_constrained,1.0,123,0.819672131147541,0.8,0.933982683982684
heart,low,xgboost,llm_constrained,1.0,456,0.8032786885245902,0.7857142857142857,0.9188311688311689
heart,low,xgboost,llm_constrained,1.0,789,0.819672131147541,0.7924528301886793,0.895021645021645
heart,low,xgboost,llm_constrained,1.0,1001,0.8360655737704918,0.8214285714285714,0.9231601731601732
heart,low,xgboost,llm_constrained,0.75,42,0.8360655737704918,0.8148148148148148,0.9426406926406926
heart,low,xgboost,llm_constrained,0.75,123,0.8524590163934426,0.847457627118644,0.9339826839826839
heart,low,xgboost,llm_constrained,0.75,456,0.8688524590163934,0.8518518518518519,0.9361471861471862
heart,low,xgboost,llm_constrained,0.75,789,0.8360655737704918,0.8148148148148148,0.9307359307359307
heart,low,xgboost,llm_constrained,0.75,1001,0.8360655737704918,0.8148148148148148,0.9437229437229437
heart,low,xgboost,llm_constrained,0.5,42,0.8688524590163934,0.84,0.9329004329004329
heart,low,xgboost,llm_constrained,0.5,123,0.8524590163934426,0.8163265306122449,0.9448051948051949
heart,low,xgboost,llm_constrained,0.5,456,0.9344262295081968,0.9285714285714286,0.9664502164502164
heart,low,xgboost,llm_constrained,0.5,789,0.8032786885245902,0.76,0.9329004329004329
heart,low,xgboost,llm_constrained,0.5,1001,0.8688524590163934,0.8461538461538461,0.9621212121212122
heart,low,xgboost,llm_constrained,0.25,42,0.8524590163934426,0.8571428571428571,0.972943722943723
heart,low,xgboost,llm_constrained,0.25,123,0.8524590163934426,0.8301886792452831,0.9448051948051948
heart,low,xgboost,llm_constrained,0.25,456,0.9016393442622951,0.8888888888888888,0.9458874458874459
heart,low,xgboost,llm_constrained,0.25,789,0.9180327868852459,0.9090909090909091,0.9426406926406927
heart,low,xgboost,llm_constrained,0.25,1001,0.8688524590163934,0.8518518518518519,0.9696969696969696
heart,low,xgboost,llm_constrained,0.0,42,0.8360655737704918,0.8076923076923077,0.8993506493506493
heart,low,xgboost,llm_constrained,0.0,123,0.8360655737704918,0.7916666666666666,0.9491341991341992
heart,low,xgboost,llm_constrained,0.0,456,0.8688524590163934,0.84,0.9523809523809524
heart,low,xgboost,llm_constrained,0.0,789,0.8360655737704918,0.8275862068965517,0.9090909090909091
heart,low,xgboost,llm_constrained,0.0,1001,0.8360655737704918,0.8076923076923077,0.9642857142857143
heart,low,xgboost,llm_sample,1.0,42,0.8032786885245902,0.7692307692307693,0.9199134199134199
heart,low,xgboost,llm_sample,1.0,123,0.819672131147541,0.8,0.933982683982684
heart,low,xgboost,llm_sample,1.0,456,0.8032786885245902,0.7857142857142857,0.9188311688311689
heart,low,xgboost,llm_sample,1.0,789,0.819672131147541,0.7924528301886793,0.895021645021645
heart,low,xgboost,llm_sample,1.0,1001,0.8360655737704918,0.8214285714285714,0.9231601731601732
heart,low,xgboost,llm_sample,0.75,42,0.8852459016393442,0.8727272727272727,0.9458874458874459
heart,low,xgboost,llm_sample,0.75,123,0.8524590163934426,0.8363636363636363,0.9350649350649352
heart,low,xgboost,llm_sample,0.75,456,0.8852459016393442,0.8727272727272727,0.9588744588744589
heart,low,xgboost,llm_sample,0.75,789,0.8032786885245902,0.7777777777777778,0.9177489177489178
heart,low,xgboost,llm_sample,0.75,1001,0.9016393442622951,0.8888888888888888,0.946969696969697
heart,low,xgboost,llm_sample,0.5,42,0.8688524590163934,0.8571428571428571,0.9318181818181818
heart,low,xgboost,llm_sample,0.5,123,0.8688524590163934,0.8571428571428571,0.9458874458874459
heart,low,xgboost,llm_sample,0.5,456,0.8524590163934426,0.8301886792452831,0.9415584415584415
heart,low,xgboost,llm_sample,0.5,789,0.8688524590163934,0.8518518518518519,0.9372294372294372
heart,low,xgboost,llm_sample,0.5,1001,0.8032786885245902,0.76,0.9458874458874459
heart,low,xgboost,llm_sample,0.25,42,0.7704918032786885,0.8,0.9426406926406926
heart,low,xgboost,llm_sample,0.25,123,0.8032786885245902,0.7857142857142857,0.920995670995671
heart,low,xgboost,llm_sample,0.25,456,0.8852459016393442,0.8679245283018868,0.945887445887446
heart,low,xgboost,llm_sample,0.25,789,0.8524590163934426,0.8235294117647058,0.9199134199134199
heart,low,xgboost,llm_sample,0.25,1001,0.8524590163934426,0.8363636363636363,0.9253246753246753
heart,low,xgboost,llm_sample,0.0,42,0.8852459016393442,0.8679245283018868,0.9426406926406926
heart,low,xgboost,llm_sample,0.0,123,0.7377049180327869,0.7333333333333333,0.7765151515151515
heart,low,xgboost,llm_sample,0.0,456,0.7377049180327869,0.7241379310344828,0.7521645021645021
heart,low,xgboost,llm_sample,0.0,789,0.7049180327868853,0.71875,0.8079004329004329
heart,low,xgboost,llm_sample,0.0,1001,0.7868852459016393,0.8,0.9101731601731602
heart,low,xgboost,ctgan,1.0,42,0.8032786885245902,0.7692307692307693,0.9199134199134199
heart,low,xgboost,ctgan,1.0,123,0.819672131147541,0.8,0.933982683982684
heart,low,xgboost,ctgan,1.0,456,0.8032786885245902,0.7857142857142857,0.9188311688311689
heart,low,xgboost,ctgan,1.0,789,0.819672131147541,0.7924528301886793,0.895021645021645
heart,low,xgboost,ctgan,1.0,1001,0.8360655737704918,0.8214285714285714,0.9231601731601732
heart,low,xgboost,ctgan,0.75,42,0.8360655737704918,0.7916666666666666,0.9393939393939394
heart,low,xgboost,ctgan,0.75,123,0.7704918032786885,0.7586206896551724,0.8852813852813852
heart,low,xgboost,ctgan,0.75,456,0.8852459016393442,0.8727272727272727,0.9491341991341992
heart,low,xgboost,ctgan,0.75,789,0.8360655737704918,0.8,0.9404761904761905
heart,low,xgboost,ctgan,0.75,1001,0.8524590163934426,0.8301886792452831,0.9318181818181819
heart,low,xgboost,ctgan,0.5,42,0.819672131147541,0.8,0.9329004329004329
heart,low,xgboost,ctgan,0.5,123,0.8852459016393442,0.8727272727272727,0.9177489177489176
heart,low,xgboost,ctgan,0.5,456,0.8524590163934426,0.8363636363636363,0.9361471861471862
heart,low,xgboost,ctgan,0.5,789,0.819672131147541,0.7843137254901961,0.9069264069264069
heart,low,xgboost,ctgan,0.5,1001,0.8360655737704918,0.8148148148148148,0.9523809523809523
heart,low,xgboost,ctgan,0.25,42,0.5245901639344263,0.6329113924050633,0.6888528138528138
heart,low,xgboost,ctgan,0.25,123,0.7868852459016393,0.7111111111111111,0.8798701298701299
heart,low,xgboost,ctgan,0.25,456,0.6065573770491803,0.3333333333333333,0.6558441558441558
heart,low,xgboost,ctgan,0.25,789,0.5901639344262295,0.3902439024390244,0.6601731601731602
heart,low,xgboost,ctgan,0.25,1001,0.7540983606557377,0.6808510638297872,0.9069264069264069
heart,low,xgboost,ctgan,0.0,42,0.29508196721311475,0.39436619718309857,0.26515151515151514
heart,low,xgboost,ctgan,0.0,123,0.7213114754098361,0.6046511627906976,0.7240259740259739
heart,low,xgboost,ctgan,0.0,456,0.5737704918032787,0.4583333333333333,0.5367965367965368
heart,low,xgboost,ctgan,0.0,789,0.4262295081967213,0.4262295081967213,0.4404761904761905
heart,low,xgboost,ctgan,0.0,1001,0.45901639344262296,0.42105263157894735,0.47727272727272724
