LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,__target__
28517,1,1,2,24,0,0,0,0,3,-2,19124,13624,10,620,-3257,-1920,1169,2316,935,-624,814,-91,0
322528,1,6,2,47,0,0,0,0,0,0,257326,241800,312013,207822,59883,136839,7570,8558,6690,5764,65306,3863,1
91257,1,2,1,33,-1,-1,-1,-1,-1,-1,-2163,-2357,717,59,606,463,-296,642,222,678,882,319,1
521647,1,1,1,40,-2,-2,-2,-1,-1,-1,11496,21410,108467,43710,28534,55016,45100,28309,23486,46060,20823,15419,0
521513,2,6,1,49,1,0,0,0,0,0,95297,167263,97713,293915,243299,109076,2744,47608,8019,4621,4793,-37,0
159099,2,2,1,40,0,0,0,0,0,0,110776,146640,47694,131219,124559,72772,11629,2219,3666,3195,1265,6990,0
151482,1,2,1,30,0,0,0,2,0,0,57252,187992,71708,154450,105498,83895,4780,2653,3848,4355,2042,1393,0
378872,2,2,2,31,-1,-1,-1,-1,-1,-1,1693,1651,-314,417,-716,-710,-743,11995,1344,1064,80101,25644,0
141445,1,2,3,31,-1,-1,-1,-1,-1,-1,3206,-2333,-1624,1446,-128,-222,-758,2366,97,486,64,638,1
214254,1,6,1,33,-2,-2,-2,-2,-2,-2,11471,8379,1472,146,-2709,1273,2146,2354,514,563,-228,-124,0
237555,2,5,1,28,0,0,0,0,0,0,80426,186494,168741,126100,116786,72836,2241,2943,2953,1515,2589,2186,0
15980,2,2,2,23,0,0,0,2,0,-1,11111,21447,-1797,11387,13673,10097,793,2399,1850,5247,3747,4505,0
505630,2,2,3,49,0,0,0,0,0,0,69081,86599,75472,74844,15221,34908,10640,9899,2125,6103,4523,7884,0
171299,2,5,1,35,-2,-2,-2,-2,-2,-2,7701,-387,792,-742,-681,883,919,1152,84,8370,1427,1345,0
74592,2,2,1,30,1,3,-2,2,-2,2,68297,18726,13352,51499,23595,48892,115,10640,483,8639,1377,1258,1
536866,2,4,2,42,0,0,0,0,0,0,207820,503784,333368,291115,92317,102431,8352,19949,3989,5524,7832,5304,0
23733,1,1,2,31,-1,-1,-1,0,0,0,4278,-703,754,12436,2032,-526,506,1935,2278,308,5038,412,1
250822,2,4,2,26,1,2,0,0,0,0,47793,154823,93425,118703,106192,86511,421,2618,1089,1774,2509,2318,0
81945,2,3,1,49,2,0,0,0,0,0,3015,19069,37849,10627,-776,3168,378,1052,928,13253,1003,708,0
49627,1,1,2,23,0,0,0,0,0,0,32555,51195,60226,21097,12214,21341,1802,1706,995,1263,3794,353,0
25756,1,2,2,26,0,0,0,0,2,2,11915,3309,6227,-1496,-330,10227,6192,1871,476,16299,3552,121,0
17611,2,1,2,30,0,0,2,2,0,2,14551,21028,10409,9888,-618,987,1928,2087,-191,746,1491,196,0
210375,2,2,0,31,-1,-1,-1,-1,-1,-1,1228,9197,16812,266,985,13203,1004,2761,1279,6113,441,13251,0
21229,1,2,2,30,3,2,2,2,4,0,-79,5461,102,15901,6295,1067,1436,59,265,-81,198,287,0
200691,1,1,2,44,-1,0,-1,-1,-1,-1,4260,2466,2425,-1002,368,570,5197,1771,899,7501,92,-114,0
307202,1,5,1,43,2,0,0,0,0,0,76826,219865,79967,189708,75255,72876,5352,7366,2018,699,6060,2887,1
89415,2,2,1,38,0,0,0,0,0,0,43299,54328,49897,9901,6797,13349,5056,1531,913,1362,3044,1108,0
81573,1,2,2,22,1,0,0,0,0,0,53109,59871,51207,15652,4990,45232,410,1066,1887,1980,3892,1386,0
103604,2,1,2,24,-1,-1,-1,-1,-1,-1,-2082,-2001,481,588,2608,108,1017,1549,-337,4300,1401,513,0
195009,2,2,2,29,1,-1,-1,-1,-1,0,248,1184,1630,1213,441,1776,-1002,827,456,519,945,1013,1
54761,2,2,1,55,0,-2,-2,-2,-2,-2,53424,993,211,10828,-628,2202,1266,1226,1067,1913,1998,-341,0
223313,1,4,1,39,-2,-2,2,-2,-2,-2,6870,12974,16466,14023,18941,7397,5744,19078,88,4066,513,6341,1
218448,2,2,1,32,-1,2,0,-1,0,0,148259,128114,146172,131862,159513,99962,5516,8310,1086,5237,8537,5012,0
199396,1,3,1,31,1,0,0,0,0,0,44906,54576,78399,5655,16821,38002,764,4630,-58,5641,2109,1700,0
76451,1,2,1,43,0,0,0,2,2,2,61333,99876,52913,89167,107307,92364,2363,2575,3620,4633,2503,-258,0
287151,1,2,1,35,2,0,0,0,0,0,80859,-218,12932,67353,3877,-817,-819,2152,1295,4662,5684,380,0
19812,2,2,2,47,0,0,0,0,0,0,35178,49615,60073,13922,15874,32974,7153,2900,446,804,1658,-252,0
215892,2,2,2,26,0,0,0,0,0,0,19194,61430,81446,38832,24570,23748,1451,764,478,1123,1762,297,0
74979,2,2,1,35,-1,0,0,0,0,0,2687,12250,13673,-32,15809,8719,5044,804,3177,6411,4071,4834,0
88714,2,2,2,30,1,-2,0,0,0,0,10686,53847,52694,38481,36991,49860,68529,5755,14485,43744,2443,4668,0
251014,2,2,2,34,0,0,0,0,0,0,302734,435831,112653,207704,382502,228066,4484,28690,9618,4777,8936,2303,0
247140,2,4,2,35,-2,-2,-2,-2,-2,-2,10856,5488,2480,910,-2315,2033,2073,1325,192,-367,92,1392,0
181869,2,1,2,42,0,0,0,0,0,0,123867,162760,359399,171438,104548,101691,8162,8315,9672,4843,2823,656,0
233535,2,2,1,35,0,0,0,0,0,0,12280,24798,26930,10499,18818,50693,48805,2189,1209,41407,10070,8730,0
225026,2,1,2,25,0,0,0,0,0,0,78574,30862,25714,41938,19074,13126,1938,2376,1948,-466,3698,2846,1
25234,2,3,1,39,3,0,3,2,0,2,14549,11444,12432,17082,-571,33026,133,1232,-202,6290,1152,2219,0
394593,1,1,1,39,0,0,0,0,0,0,199883,151448,227469,150229,163227,91393,11281,7808,10325,23136,2613,179,0
91094,1,2,2,35,-2,-2,-2,-2,-2,-2,1343,-2183,15542,1378,-1937,1424,297,416,60,1465,715,314,0
62851,2,1,1,48,-1,2,2,0,-1,0,51218,21526,78366,85860,52866,48169,61464,4854,1001,1582,5242,4152,0
311888,1,2,1,31,-2,-2,-2,-2,-2,-2,3853,5645,-910,1066,37,-1819,-538,1714,-432,29,81,1284,0
53452,2,3,2,23,0,0,0,0,0,0,38200,22889,58647,13621,18868,13075,1394,11637,876,5393,912,609,0
217823,1,4,1,39,0,0,0,0,0,0,89405,136177,96091,106055,58433,89607,29008,2207,2507,456,3502,2057,0
24781,2,2,3,36,0,0,0,0,0,0,8674,20888,47601,9389,2053,568,1491,1770,165,-141,474,135,1
26758,1,2,3,38,0,0,0,0,0,0,16999,20647,14374,2656,15154,15416,3745,1964,1055,1836,2595,-86,0
84158,1,2,1,35,2,2,0,0,0,0,86875,334197,54658,194594,34493,60271,-292,4978,3093,598,2723,1976,1
286847,1,1,2,35,-1,-1,0,-1,-1,-1,11683,7375,5899,12611,9263,4917,9022,19823,8151,2656,117134,180273,1
410943,1,3,1,46,-1,-1,-1,-1,-1,-1,-695,-1598,1166,284,2108,758,-273,677,116808,3472,67886,2055,0
302279,2,0,2,42,-2,-2,-2,-2,-1,-2,12202,-641,7565,-109,480,-609,2496,1832,787,3789,387,254,0
138466,1,3,1,37,-1,-1,-1,0,0,0,1097,-316,1409,12569,9042,9746,-589,244,1310,586,1072,835,1
243931,2,2,1,32,1,-2,-2,-2,-2,-2,87142,4690,2879,1140,-977,141,1937,2518,11728,894,301,402,0
80844,1,5,2,23,0,0,0,0,0,0,30203,20624,48768,4403,34596,88114,853,1899,502,-544,5669,2516,0
47678,1,2,1,47,1,3,2,5,0,0,3283,5315,-219,2145,-2561,8674,-4,94,179,1022,1287,296,1
82944,2,4,1,30,0,-2,0,0,0,-2,53520,83690,63906,50710,34860,42559,6098,1888,1038,527,179,2609,0
533165,1,2,1,34,0,0,0,0,0,0,390710,320500,331670,300817,316532,287643,7006,7650,8664,1841,13832,7427,0
16430,2,1,1,41,1,2,2,0,0,2,2561,16430,8152,29857,49277,40253,-48,-353,517,9901,1198,724,1
21842,1,3,1,21,0,0,0,2,0,0,8560,46974,13089,5949,9535,21931,1738,1736,1628,908,449,-304,0
76215,2,2,2,32,0,0,0,0,0,0,42005,41224,33875,9607,33362,-248,4954,571,449,207,1676,1389,1
230764,2,2,1,48,-1,-1,-1,-1,-1,-1,600,11132,586,763,-66,-943,-83,683,57990,10110,2574,4102,1
212470,1,1,1,31,1,-1,-1,-1,-2,-2,-112,1945,3056,852,671,1282,-1541,954,-1148,-875,382,-174,1
196756,1,1,2,31,-1,-1,-1,-1,-1,-1,-1107,-85,1701,1366,2019,209,-394,859,1743,257,5427,370,1
102488,1,6,1,44,0,0,0,0,0,0,49018,10291,-906,5465,7573,635,454,611,875,274,172,249,0
236699,1,2,2,25,1,0,0,2,2,2,67923,178162,60022,102485,67922,99836,6034,6012,1736,6578,1524,-28,0
449662,2,2,1,47,-1,-1,-2,-1,-2,-1,2109,10184,1172,-851,468,179,768,17451,304,1046,218,1203,0
136079,2,3,2,36,0,0,2,-1,-1,-1,11106,14473,44963,12720,2294,1645,4123,19988,1077,7656,1696,742,0
512994,2,3,1,34,-2,-2,-2,-2,-2,-2,13463,4975,14304,2951,422,10667,1139,21465,31472,8881,-226,16238,0
155881,1,2,2,24,-1,-1,-1,-1,-1,-1,1345,-1012,1159,152,2253,1002,956,1961,11122,439,2396,2198,0
86620,2,2,1,33,0,0,0,0,0,0,35353,53926,38963,33540,27489,47431,6753,7067,2807,1678,1643,2101,0
23996,2,2,2,28,0,3,0,0,2,0,16533,29180,3480,647,12228,35482,3833,1344,218,1462,699,3292,1
85772,1,2,1,40,1,2,2,2,2,2,-1666,16289,16919,49284,52884,110167,3540,23117,619,9241,1628,1452,0
431774,1,2,2,37,0,0,0,0,0,0,63283,232970,162294,116253,137275,193080,9856,12923,5570,29950,5138,842,0
50108,2,3,2,28,1,-1,0,0,0,0,34176,2454,2073,17537,743,813,-732,895,-594,1520,127,-2,0
226681,2,2,1,29,0,0,2,-1,-1,0,197450,344622,8310,93928,417208,69305,10790,8559,104383,3442,11439,3048,0
247260,1,2,1,39,0,0,0,0,0,0,232791,284534,64011,156485,126634,196696,8072,12794,3850,4135,1281,3628,0
62134,2,1,3,46,-1,-1,-1,-1,0,0,-1110,-1804,175,1469,2289,1940,-184,80,-668,-235,1453,108,1
278454,1,2,1,28,-2,-2,-2,-2,-2,-2,3031,-1117,1187,1040,1153,-403,-12,1321,348,68,148,251,1
200160,2,2,1,69,1,-2,-2,-2,-2,-2,894,13420,16931,18474,-1163,382,-316,3421,72,790,-148,172,0
81124,1,2,1,49,0,0,0,0,0,0,85218,88448,40742,70960,42663,42511,3792,11418,4022,2689,1170,1456,0
54143,1,1,1,37,-2,-2,-2,-2,-2,-2,37682,-1179,56516,277,684,19492,48218,19582,14857,8394,1945,456,0
13899,1,2,1,49,1,2,0,0,0,0,21292,-355,16206,18731,20203,16679,675,1538,326,398,624,163,1
72926,2,2,1,58,0,0,0,0,0,0,21464,16991,52547,31966,36064,35740,1075,1909,1018,464,1977,763,1
499240,2,2,1,33,0,0,0,0,0,0,28898,146897,241371,389278,348643,54349,13217,13488,7972,5863,3330,1547,0
29706,1,2,1,27,2,2,2,2,2,2,13638,19642,12704,31894,29873,36851,2035,1776,1905,1080,893,1167,0
57521,2,3,3,31,-2,-2,-2,-2,-2,-2,4017,2963,2665,6170,200,1771,3033,1240,500,855,196,-7,0
385651,2,2,2,32,0,0,0,0,0,0,60083,121556,43669,80551,95642,28029,6818,3094,7100,1117,827,1401,0
20057,2,2,2,27,2,3,2,2,2,2,3880,12465,12700,11697,5883,39755,4249,1478,-363,381,752,373,0
192596,2,4,2,28,0,0,0,0,0,0,41084,47823,65155,16688,46483,39863,5443,4144,40598,1454,2884,1226,0
18599,1,2,2,31,0,0,2,2,2,2,1837,28619,6989,9386,18280,61333,1837,2985,512,445,1582,191,0
21927,1,3,3,48,1,-2,-2,-2,-2,-2,2502,1502,2277,5713,133,54,616,1958,767,-330,1188,-629,0
184360,1,2,2,33,-1,-1,2,-1,-1,-1,-955,-738,-611,10595,1972,801,826,4053,319,21850,1648,2327,1
381233,1,1,2,23,0,0,0,0,0,0,102974,123125,88523,124465,35528,88048,5852,1693,2176,1747,3278,3523,0
223323,2,1,2,25,0,0,0,-1,0,0,63353,94264,57728,10903,5731,33390,57625,9210,23045,2767,18008,1887,0
206781,1,2,1,32,-1,-1,-1,-1,-1,-1,-312,-2680,-2,14056,837,-274,5123,837,1918,373,1508,6547,1
95066,2,2,2,33,-2,-2,-2,-2,-2,-2,175,-86,954,1114,251,1709,-791,2526,402,-151,1335,-227,0
183830,1,2,2,60,1,-1,-1,-1,0,0,13740,-1543,9927,2494,13285,7389,-143,1685,50,602,5796,96,0
246344,2,2,2,36,0,0,0,0,0,0,398011,209971,128450,121030,152553,184519,4086,9278,9973,5346,16354,3592,0
221641,2,3,3,47,-2,-2,-2,-2,-2,-1,1407,-1395,829,1088,-858,-530,1203,780,-918,1464,496,21,0
201536,2,1,2,32,-2,-1,-1,-1,-1,-1,-182,87,1957,13821,2517,835,1414,1471,8417,539,1412,1627,0
194297,1,3,2,26,0,0,0,0,0,0,40975,35660,21628,18276,19608,33982,6114,7022,401,2402,1101,1775,0
214544,2,3,1,40,-2,-2,-2,-2,-2,-2,7291,8141,6964,-881,-665,-425,249,143,-528,-163,107,297,1
12178,1,3,3,42,0,0,0,0,0,0,12106,9959,8708,-1021,-1669,6384,1478,2943,480,347,-220,253,0
237593,2,2,3,45,-1,-1,-1,-1,-1,-1,2853,-117,-2257,-217,-1487,-887,-236,1665,126,667,271,11377,0
87222,1,2,3,51,0,0,0,0,0,0,28965,44500,50930,46757,33769,22112,2867,2698,2504,753,6610,495,0
224944,1,1,2,31,1,-1,-1,-1,0,0,-935,7214,2395,16824,26233,1163,184,517,681,528,1248,5633,1
344156,2,1,1,28,-1,-1,-1,0,0,-1,-1459,-141,1727,10030,-184,338,-342,1206,618,8,21551,1864,0
99961,2,1,2,35,-1,2,2,0,0,0,22120,-195,1894,2393,1203,539,239,260,-174,-2,1574,411,0
49247,1,2,1,25,0,0,0,0,0,0,46656,22122,56521,10304,13224,21064,2505,2580,573,3999,1406,-252,0
18469,1,2,2,23,0,0,0,0,0,0,16341,15647,18370,6139,-1107,23201,1661,1116,922,520,3800,369,0
25596,2,2,2,27,2,2,2,0,0,0,7714,35906,339,19090,1925,2189,314,723,-1204,-339,370,471,1
90750,2,2,1,38,0,0,0,0,0,0,17951,3046,21611,8448,11353,13589,1279,3595,1355,56,1898,1892,0
49542,1,2,1,56,0,0,0,0,0,0,23579,31452,52665,15207,21174,48680,1593,2892,750,4,1931,1638,0
233119,1,1,2,35,1,2,2,0,0,0,8858,10822,14159,11192,55613,53462,3027,3412,4975,7220,3531,2601,1
363338,2,2,2,33,0,0,0,0,0,0,20564,54591,60050,9731,42697,35304,1444,2513,270,5173,3198,1301,1
78043,2,2,1,24,0,0,0,0,0,0,76869,19928,16270,48613,45144,40021,2310,2658,4096,2064,4228,13412,0
159687,2,1,2,28,0,0,0,0,0,0,16812,54657,52692,34920,39378,42102,2529,5479,3343,649,3884,88,0
402971,1,3,2,46,-1,-1,-2,-1,-2,-2,57415,-44,1171,45,-34,2127,2692,1345,760,7145,219,8298,0
107890,1,2,1,38,0,0,0,0,0,0,66696,74829,114482,89948,136543,83732,3380,1590,17873,4200,3012,-11,1
193228,2,3,1,42,1,-2,-2,-1,-1,-1,69,-361,1457,268,415,1074,-35,-374,-498,1534,1895,154,1
482304,1,2,2,58,-2,-2,-2,-2,-2,-2,55734,42745,51806,16653,-1048,781,37128,1348,410,4615,-38,6679,0
21607,2,3,0,34,2,0,2,2,0,2,21299,17256,16001,14779,1065,1657,1217,2266,164,-24,1769,-239,1
408390,1,1,2,30,-2,-2,-2,-2,-2,-2,1913,12771,2984,-601,-1327,490,2394,2122,8546,4594,830,12265,0
150036,1,5,1,49,0,0,0,0,0,0,86849,143249,126613,96616,71635,65195,8430,6045,8105,5059,2212,380,0
378542,1,2,1,33,-1,-1,2,-1,-1,-1,13502,8228,11251,34655,53213,26452,4249,2035,421,1894,4937,2732,1
35802,1,1,1,47,1,2,-1,2,3,4,-447,12856,467,-682,3926,-281,-913,1146,-662,-785,369,-582,1
199225,2,3,1,54,-1,-1,2,2,2,-1,-2560,7382,-416,15878,-1930,10212,-79,828,-768,-700,1258,31,1
17667,1,1,2,24,0,0,0,0,0,0,577,14146,18653,20047,37165,1526,1058,336,99,380,386,141,1
227849,1,1,2,47,0,-1,2,0,0,0,1058,-311,634,22159,889,1135,-313,669,-161,-117,378,86,1
22297,1,1,2,22,0,0,0,2,2,2,10085,20274,10263,33670,11667,12047,3682,1255,1190,1759,1293,9676,1
91941,2,1,1,32,2,2,-1,0,-1,0,2026,-607,1813,730,116,566,-1489,267,430,2081,-405,378,1
194055,1,3,1,49,-2,-2,-2,-2,-2,-2,7203,5448,2145,1004,-795,-157,1975,1483,63,-14,-84,1190,0
109170,2,1,2,27,2,2,2,0,2,2,58638,81926,184110,67039,65837,46951,1115,4941,2697,5160,1032,2969,1
145738,2,1,2,22,-2,0,0,-2,-2,-2,24927,40283,1552,5882,-934,-138,1105,1345,-673,-494,1841,804,0
175095,1,2,1,36,0,0,0,0,0,0,81700,149995,114828,73389,105318,102610,7442,2535,8918,8278,1652,1410,0
500857,2,3,1,34,-2,-2,-2,-2,-2,-2,41657,86119,62246,37387,30821,41255,588,2370,36997,31753,18112,1437,1
77312,2,1,1,27,0,0,0,0,0,0,50373,53207,50953,51289,2136,37567,4630,1276,-343,2157,1731,1186,1
251857,2,2,2,32,0,-2,-2,-2,-2,-2,12914,16421,1407,1870,808,1536,4752,1425,598,79840,1123,48,0
10354,2,1,2,23,0,0,0,0,0,0,7538,14683,7085,1802,8726,10755,4546,4226,1000,-11,1971,-338,0
49045,2,2,2,24,0,0,0,0,0,0,46855,53669,123,6272,-76,719,4598,1306,2385,-20,1057,182,0
79078,2,3,0,52,-1,2,-1,0,0,-1,-1716,241,11272,10635,-413,194,564,684,3157,464,-235,6065,0
52040,1,1,2,27,0,0,0,0,0,0,16895,2592,504,13114,15487,21371,1960,507,378,11036,1881,3324,0
394113,1,1,1,33,-1,-1,-1,-1,-1,-1,2127,-1814,-1049,-1093,1159,498,4266,1812,123191,8655,2280,22837,1
142644,1,2,1,50,0,0,0,0,0,0,54486,56919,65041,45285,33836,39641,5765,3373,1750,1385,4966,991,0
351526,1,2,1,33,0,0,0,0,0,0,76508,84669,93915,9317,102164,52324,3312,4272,4220,16814,1039,3515,1
213934,1,1,2,24,0,0,0,0,0,0,85541,133814,81683,155009,86503,55350,13452,9546,342,-30,193,949,1
158233,1,3,1,34,2,2,2,0,0,0,58339,13752,9395,14823,11400,9832,4407,470,2319,2106,1059,149,1
12048,1,2,1,55,0,0,0,0,0,0,14766,8278,16195,7333,4464,16955,782,1701,1069,1050,604,253,0
51452,1,2,2,38,2,2,-2,2,-2,0,7113,9594,18349,19718,48460,1343,6315,1996,-103,6988,1785,1845,0
273724,2,2,1,38,0,0,0,0,0,0,264535,403910,226327,333933,416103,266826,9371,9498,22906,2184,6175,3210,0
16516,2,2,2,42,0,0,2,0,0,0,16092,-865,2243,6553,6188,8310,3687,1920,862,6771,360,8796,0
47286,2,2,1,51,0,0,0,0,0,0,22977,59263,17142,4214,17792,15859,1573,1252,810,5620,2947,1650,0
53961,2,2,1,34,0,-2,-2,-2,-2,-2,71661,16330,13204,487,178,1091,5270,1094,333,3763,1813,2676,1
143794,1,2,2,36,0,0,0,0,0,0,69939,63132,75829,74986,133960,82672,9936,1078,7692,5038,534,3303,0
222893,1,2,1,35,0,0,0,0,0,0,192749,268664,177687,150543,133326,145516,8526,23531,8588,6059,14015,3208,0
330282,1,1,1,36,-1,-1,-1,-1,-1,-1,8073,913,1673,635,915,662,1050,1428,-330,1054,118269,2136,1
517821,2,3,1,34,0,0,0,0,0,0,90928,63526,93043,48720,47005,70499,6046,11727,2666,41357,4429,2753,0
102102,1,2,2,27,1,2,2,0,0,0,65154,59147,78032,56574,53878,98886,679,1653,167,1825,5355,1688,1
242356,1,3,1,31,0,0,2,-2,-2,-2,18392,7749,3752,5140,-1911,882,2999,1687,567,5148,283,-37,1
54202,2,2,2,33,1,2,0,0,0,0,472,2020,3443,11857,3405,9563,-745,1113,115,797,601,213,1
397048,1,5,1,26,0,0,0,0,0,0,123271,140059,91053,84868,102513,114267,4806,11974,1235,476,4652,1456,0
100796,2,2,2,32,-1,-1,-1,-1,0,-1,5905,2258,456,17402,1714,20274,39,488,303,5101,1347,3177,1
507071,1,2,2,45,-1,-1,0,-1,-1,-1,27891,16248,15549,523,339227,51227,10366,12733,14481,27012,10083,14860,0
132470,2,2,2,24,0,0,0,0,0,0,1787,3010,3191,12845,6670,6,242,-157,996,132,4200,-337,1
72721,1,2,2,22,-1,-1,0,-1,0,-1,15876,1068,2955,17591,1961,1431,1273,1395,2983,8559,1487,517,1
229442,1,2,1,35,0,0,0,0,0,0,57996,57136,42587,14434,7900,1665,2424,1184,541,427,-79,-182,0
52207,1,2,1,48,-2,-2,-2,-2,-2,-2,8368,10327,12690,3757,-1270,11064,2260,2407,40,8018,1950,114,0
227900,2,2,1,39,-1,-1,-1,-1,0,-1,-2014,507,23,1616,327,7196,708,935,-426,500,194,2638,0
211249,2,2,1,46,2,0,0,0,0,0,4062,11443,10818,11994,25258,6898,889,1856,1512,365,6792,907,1
213476,2,2,2,27,1,0,2,2,2,2,4656,22207,11021,34013,46372,59760,571,23366,16713,5359,3887,752,0
129998,2,6,2,33,0,0,0,0,0,0,88198,74875,15010,114343,26954,9342,10445,10791,-48,614,2320,1260,0
200247,2,1,2,37,0,0,-2,-1,-1,-1,78740,2404,785,754,1868,12723,1403,1031,695,9074,2003,12361,0
225220,2,2,2,33,-2,-2,-2,-2,-2,-2,3098,-1237,461,278,4,-698,-769,238,-254,-443,165,2194,1
26013,2,1,2,26,0,0,0,0,0,0,13752,16835,22091,70,7416,15432,2940,1758,1776,-53,206,-192,0
155357,2,1,1,34,0,0,0,0,0,0,132722,157068,105723,54290,90051,102188,4666,9501,2475,386,2681,819,0
25805,1,2,2,28,0,0,0,0,-1,0,16867,21362,877,12702,12563,22537,1735,932,1078,168,3212,412,0
155735,1,2,2,26,0,0,-2,-2,-2,-2,14658,10347,6342,6786,-1065,4396,5463,2401,630,671,36,787,0
469784,2,2,1,34,0,0,0,0,0,0,10082,142190,44570,17737,9717,10757,10786,25325,24841,6079,2682,336,0
100701,1,3,1,31,0,0,0,0,0,0,34038,48922,42530,22856,42902,2137,1155,2202,291,414,532,-230,1
21780,1,2,1,36,2,2,2,-2,-2,3,7012,6101,-681,-1078,-2622,121,-53,180,-1069,47,-159,218,1
268388,2,4,2,31,-1,-1,-1,-1,-1,-1,-161,-1920,1943,-1625,1929,-566,288,1369,52,2141,317,626,0
522092,2,2,1,44,0,0,0,0,0,0,244007,454878,374254,321427,206502,165195,8695,26108,120117,31238,90038,5264,1
92342,2,4,2,36,1,-1,-1,0,0,-1,2619,136,1472,321,944,-567,1047,1343,893,1117,107,784,0
93822,1,3,0,49,0,0,0,0,0,0,80785,140632,42044,6238,1459,16482,3433,1455,1274,685,5019,619,0
89543,2,2,3,45,0,0,0,0,0,0,92057,39249,30404,32161,48705,29054,2652,4600,8547,661,1725,-79,0
92086,2,2,2,24,0,0,0,0,0,0,14777,3650,25189,9900,9470,10829,1203,1569,-92,147,2049,-273,0
13425,2,2,1,40,3,3,2,2,2,2,7732,4698,4859,4579,-845,6232,144,1034,49,778,1086,356,1
18404,2,2,1,35,0,0,0,0,0,0,8231,16459,14165,7939,12800,9697,6302,1997,18119,355,10442,8970,0
105058,2,2,2,25,0,0,0,0,0,0,52257,79824,56372,37594,37252,43025,8557,2772,1653,2102,4244,1909,0
271721,1,3,1,42,0,0,0,0,0,0,117179,159617,170741,126416,148175,196879,10709,10949,4063,5578,7252,2772,1
408961,2,1,2,36,-2,-2,-2,-2,-2,-2,19484,6116,1356,885,1225,1802,3568,624,484,87158,1841,7291,0
170230,1,2,2,38,2,0,0,0,0,0,52223,44817,43861,58837,41602,69913,1122,275,391,2663,75,6797,1
189860,2,2,1,55,3,0,2,-2,-2,-2,90078,11138,8992,8021,-1305,145,278,1253,3,-182,136,1344,0
237164,1,2,3,36,2,2,0,2,2,2,211681,236398,175027,91061,114298,163134,4874,11640,1001,3655,2175,5500,1
43560,1,2,1,25,0,0,0,0,0,0,25599,21441,16555,3748,8980,14484,11342,212,1643,411,237,3019,0
44527,2,1,1,40,0,0,0,0,2,2,24203,22891,14220,12920,-1051,20460,4901,2594,1499,376,2021,-108,0
162111,2,2,0,37,2,2,0,0,0,0,70771,111606,90707,86535,117409,134504,911,4087,1484,1559,738,2753,1
128478,2,1,2,29,0,0,0,0,0,0,99386,163712,125445,83410,97267,58234,11598,6529,4224,3197,1396,5815,0
346718,2,1,2,37,-2,-2,-2,-2,-2,-2,20951,33298,16447,56266,42089,59271,5282,22599,14330,3035,20895,1877,0
198096,2,3,1,36,0,2,-1,-1,0,0,18615,5749,11043,11135,14746,14279,309,2092,13210,10768,4751,1187,0
54712,2,2,1,31,0,0,2,2,2,0,37172,14401,4359,17023,12877,46305,5176,4117,2739,4501,2006,4504,0
243248,2,2,1,36,1,0,0,0,-1,-1,63226,69104,78430,124809,202490,199464,2784,8145,36239,6563,108,6358,0
133946,2,2,1,33,2,0,0,0,-1,-1,64685,53611,50539,74548,-35,86,692,825,1785,2935,50,2669,1
217892,2,2,1,34,-1,-1,-1,-1,-1,-1,425,-1282,725,176,-2918,-821,-1707,-55,-1014,-579,321,6,1
155259,2,1,3,45,0,0,0,0,0,0,74149,158710,80502,94652,143983,92716,11273,3150,4532,1364,732,3201,0
426289,2,3,0,29,0,0,0,0,0,0,311732,359570,169535,153336,284082,294574,10116,9359,25725,4758,4270,1805,0
250387,1,1,1,34,0,0,0,0,0,0,209184,131156,80654,48597,139533,78748,12952,11912,10212,8353,4331,13488,0
16782,1,5,2,34,0,0,0,2,0,-2,29492,37884,38047,6967,-625,852,3711,1824,888,403,1373,-539,0
15323,1,2,3,49,0,0,0,2,0,0,12538,23740,1761,8083,765,701,4353,1571,797,254,-106,64,0
19802,2,2,1,30,0,0,0,2,2,2,15361,31781,11210,17452,12670,12048,9908,2743,2105,820,3327,-354,0
27021,1,2,2,38,3,3,2,2,2,2,6619,16706,6184,15851,49671,26899,2248,1564,783,3060,1286,482,1
50644,1,3,1,57,0,0,0,0,0,0,13900,57690,13711,8806,11921,9672,11591,6983,218,8234,331,390,0
55338,2,2,2,23,0,0,0,0,0,0,44797,76116,54385,45763,14161,45360,5872,4999,2106,6526,3006,2933,0
134858,2,1,1,33,-2,-1,-1,-1,-1,-1,29160,19844,16477,35180,15487,33735,3877,1312,3965,27911,1263,-166,0
315033,2,2,1,49,0,0,0,0,0,0,94496,183954,185282,65283,178836,121244,1403,1513,1423,942,430,7106,0
281773,1,2,1,34,0,0,0,0,0,0,160576,361351,168823,202937,125888,181544,5931,10615,9324,4302,6897,64,1
199188,2,2,1,58,-1,2,-1,0,0,-1,6692,5816,14743,6861,7026,32338,1247,4597,745,2319,3674,6307,1
312846,2,1,2,31,-2,-2,-2,-2,-2,-2,13220,10484,2017,-1041,15419,-166,1119,1596,10987,1336,2167,2116,0
225478,2,2,1,30,-1,-1,-1,-1,-1,-1,-1332,-1819,-749,250,575,-1112,-767,771,715,430,185,555,1
